Created at	Closed at	Updated at	State	Labels	Comments	Number	Title	Url	Html url	Body	User name	User email	Milestone created at	Milestone due on	Milestone descrtiption	Milestone state	Milestone title
2017-10-05 08:39:55.0	null	2021-11-11 13:02:43.0	open	[]	12	476	Hyy there 	https://api.github.com/repos/torvalds/linux/issues/476	https://github.com/torvalds/linux/pull/476	Do you still have a mipad ????  If yes please help us  We cannot make shield tablet blobs stable on mipad  We need bootloader sources please help      Sorry for writing here	389abhaysingh	null	null	null	null	null	null	
2017-10-06 12:08:45.0	null	2020-10-02 17:47:45.0	open	[]	1	477	Small correction on method description	https://api.github.com/repos/torvalds/linux/issues/477	https://github.com/torvalds/linux/pull/477		ubbn	null	null	null	null	null	null	
2017-10-14 11:24:03.0	2018-02-27 17:18:13.0	2018-02-27 17:18:13.0	closed	[]	1	478	Update capability.txt	https://api.github.com/repos/torvalds/linux/issues/478	https://github.com/torvalds/linux/pull/478		AlvisVadaliya	null	null	null	null	null	null	
2017-10-17 09:59:15.0	2017-10-17 10:00:23.0	2017-10-17 10:00:23.0	closed	[]	1	479	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/479	https://github.com/torvalds/linux/pull/479	Update upstream	numbqq	null	null	null	null	null	null	
2017-10-22 02:01:50.0	2017-10-22 02:03:44.0	2017-10-22 02:10:20.0	closed	[]	0	480	o teste	https://api.github.com/repos/torvalds/linux/issues/480	https://github.com/torvalds/linux/pull/480		ghost	null	null	null	null	null	null	
2017-10-25 17:14:57.0	null	2020-10-02 17:47:42.0	open	[]	1	481	fixed some typos in SocketCAN documentation	https://api.github.com/repos/torvalds/linux/issues/481	https://github.com/torvalds/linux/pull/481		bdrehmer	null	null	null	null	null	null	
2017-10-25 17:29:44.0	null	2020-10-02 17:47:41.0	open	[]	1	482	xpad.c	https://api.github.com/repos/torvalds/linux/issues/482	https://github.com/torvalds/linux/pull/482	Add ID For Thrustmaster Ferrari 458 SPIDER "XBox One"  lsusb output  ID 044f:b671 ThrustMaster, Inc.	ronlaws86	null	null	null	null	null	null	
2017-10-28 12:23:00.0	null	2018-03-14 06:02:00.0	open	[]	3	483	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/483	https://github.com/torvalds/linux/pull/483	Update upstream	cyberaddicted	null	null	null	null	null	null	
2017-10-29 15:54:14.0	null	2020-10-02 17:47:37.0	open	[]	1	484	fix typos on kernel-hacking docs	https://api.github.com/repos/torvalds/linux/issues/484	https://github.com/torvalds/linux/pull/484	I realise this is not the right way to submit patches. But I'm counting this collaboration for my Hacktoberfest. I'll go through the mailing list as well.	jeanCarloMachado	null	null	null	null	null	null	
2017-10-30 12:53:31.0	null	2020-02-17 20:51:40.0	open	[]	3	485	Typo fixed	https://api.github.com/repos/torvalds/linux/issues/485	https://github.com/torvalds/linux/pull/485	small typo fixed	M1cR0xf7	null	null	null	null	null	null	
2017-11-03 21:17:17.0	null	2021-05-13 12:24:55.0	open	[]	184	486	this code very very a lot fast	https://api.github.com/repos/torvalds/linux/issues/486	https://github.com/torvalds/linux/pull/486	a lot very _**fast**_ for old computer tat kant handl _**quantum physics**_ like my calculator thxtothispull now my linux run in           calculatyr	cthpw103	null	null	null	null	null	null	
